Record Length,2.500000e+03,,  -0.000002500000,   6.00000,
Sample Interval,2.000000e-09,,  -0.000002498000,   5.80000,
Trigger Point,1.250000000000e+03,,  -0.000002496000,   6.00000,
,,,  -0.000002494000,   5.80000,
,,,  -0.000002492000,   6.00000,
,,,  -0.000002490000,   6.00000,
Source,CH2,,  -0.000002488000,   6.20000,
Vertical Units,V,,  -0.000002486000,   5.80000,
Vertical Scale,5.000000e+00,,  -0.000002484000,   6.00000,
Vertical Offset,-1.000000e+01,,  -0.000002482000,   6.00000,
Horizontal Units,s,,  -0.000002480000,   6.00000,
Horizontal Scale,5.000000e-07,,  -0.000002478000,   6.00000,
Pt Fmt,Y,,  -0.000002476000,   6.20000,
Yzero,0.000000e+00,,  -0.000002474000,   6.20000,
Probe Atten,1.000000e+00,,  -0.000002472000,   6.20000,
Model Number,TBS1062,,  -0.000002470000,   5.80000,
Serial Number,C010160,,  -0.000002468000,   5.80000,
Firmware Version,FV:v26.01,,  -0.000002466000,   5.80000,
,,,-00.000002464000,   6.00000,
,,,-00.000002462000,   6.00000,
,,,-00.000002460000,   6.00000,
,,,-00.000002458000,   6.00000,
,,,-00.000002456000,   6.00000,
,,,-00.000002454000,   6.00000,
,,,-00.000002452000,   6.00000,
,,,-00.000002450000,   6.00000,
,,,-00.000002448000,   5.80000,
,,,-00.000002446000,   6.00000,
,,,-00.000002444000,   6.20000,
,,,-00.000002442000,   6.20000,
,,,-00.000002440000,   6.00000,
,,,-00.000002438000,   5.80000,
,,,-00.000002436000,   6.00000,
,,,-00.000002434000,   6.00000,
,,,-00.000002432000,   6.20000,
,,,-00.000002430000,   6.40000,
,,,-00.000002428000,   6.00000,
,,,-00.000002426000,   5.80000,
,,,-00.000002424000,   6.20000,
,,,-00.000002422000,   6.20000,
,,,-00.000002420000,   6.00000,
,,,-00.000002418000,   6.20000,
,,,-00.000002416000,   6.20000,
,,,-00.000002414000,   6.20000,
,,,-00.000002412000,   6.20000,
,,,-00.000002410000,   6.20000,
,,,-00.000002408000,   6.00000,
,,,-00.000002406000,   6.00000,
,,,-00.000002404000,   6.00000,
,,,-00.000002402000,   6.20000,
,,,-00.000002400000,   6.00000,
,,,-00.000002398000,   6.00000,
,,,-00.000002396000,   6.20000,
,,,-00.000002394000,   6.20000,
,,,-00.000002392000,   6.00000,
,,,-00.000002390000,   6.20000,
,,,-00.000002388000,   5.80000,
,,,-00.000002386000,   6.00000,
,,,-00.000002384000,   6.00000,
,,,-00.000002382000,   6.00000,
,,,-00.000002380000,   6.00000,
,,,-00.000002378000,   6.20000,
,,,-00.000002376000,   6.00000,
,,,-00.000002374000,   6.00000,
,,,-00.000002372000,   6.20000,
,,,-00.000002370000,   6.00000,
,,,-00.000002368000,   6.00000,
,,,-00.000002366000,   6.00000,
,,,-00.000002364000,   6.00000,
,,,-00.000002362000,   6.20000,
,,,-00.000002360000,   6.00000,
,,,-00.000002358000,   6.00000,
,,,-00.000002356000,   6.00000,
,,,-00.000002354000,   6.00000,
,,,-00.000002352000,   6.00000,
,,,-00.000002350000,   6.00000,
,,,-00.000002348000,   5.80000,
,,,-00.000002346000,   5.80000,
,,,-00.000002344000,   6.20000,
,,,-00.000002342000,   6.00000,
,,,-00.000002340000,   6.20000,
,,,-00.000002338000,   6.00000,
,,,-00.000002336000,   6.00000,
,,,-00.000002334000,   6.00000,
,,,-00.000002332000,   6.20000,
,,,-00.000002330000,   6.00000,
,,,-00.000002328000,   6.00000,
,,,-00.000002326000,   6.00000,
,,,-00.000002324000,   6.00000,
,,,-00.000002322000,   6.00000,
,,,-00.000002320000,   5.80000,
,,,-00.000002318000,   6.00000,
,,,-00.000002316000,   5.80000,
,,,-00.000002314000,   6.00000,
,,,-00.000002312000,   6.00000,
,,,-00.000002310000,   6.00000,
,,,-00.000002308000,   6.00000,
,,,-00.000002306000,   6.00000,
,,,-00.000002304000,   6.00000,
,,,-00.000002302000,   5.80000,
,,,-00.000002300000,   6.00000,
,,,-00.000002298000,   5.80000,
,,,-00.000002296000,   5.80000,
,,,-00.000002294000,   6.00000,
,,,-00.000002292000,   6.00000,
,,,-00.000002290000,   6.00000,
,,,-00.000002288000,   6.00000,
,,,-00.000002286000,   6.00000,
,,,-00.000002284000,   5.80000,
,,,-00.000002282000,   6.00000,
,,,-00.000002280000,   6.20000,
,,,-00.000002278000,   6.00000,
,,,-00.000002276000,   5.80000,
,,,-00.000002274000,   5.80000,
,,,-00.000002272000,   6.00000,
,,,-00.000002270000,   6.00000,
,,,-00.000002268000,   5.80000,
,,,-00.000002266000,   6.00000,
,,,-00.000002264000,   6.00000,
,,,-00.000002262000,   5.80000,
,,,-00.000002260000,   5.80000,
,,,-00.000002258000,   5.80000,
,,,-00.000002256000,   6.00000,
,,,-00.000002254000,   5.80000,
,,,-00.000002252000,   5.80000,
,,,-00.000002250000,   6.00000,
,,,-00.000002248000,   5.80000,
,,,-00.000002246000,   5.80000,
,,,-00.000002244000,   5.80000,
,,,-00.000002242000,   6.00000,
,,,-00.000002240000,   6.00000,
,,,-00.000002238000,   5.80000,
,,,-00.000002236000,   6.00000,
,,,-00.000002234000,   6.00000,
,,,-00.000002232000,   6.00000,
,,,-00.000002230000,   6.00000,
,,,-00.000002228000,   5.80000,
,,,-00.000002226000,   5.80000,
,,,-00.000002224000,   5.80000,
,,,-00.000002222000,   5.80000,
,,,-00.000002220000,   5.60000,
,,,-00.000002218000,   5.60000,
,,,-00.000002216000,   5.20000,
,,,-00.000002214000,   5.20000,
,,,-00.000002212000,   5.00000,
,,,-00.000002210000,   4.40000,
,,,-00.000002208000,   3.80000,
,,,-00.000002206000,   3.80000,
,,,-00.000002204000,   3.60000,
,,,-00.000002202000,   3.20000,
,,,-00.000002200000,   2.80000,
,,,-00.000002198000,   2.20000,
,,,-00.000002196000,   1.80000,
,,,-00.000002194000,   1.20000,
,,,-00.000002192000,   0.80000,
,,,-00.000002190000,   0.40000,
,,,-00.000002188000,   0.20000,
,,,-00.000002186000,  -0.20000,
,,,-00.000002184000,  -0.80000,
,,,-00.000002182000,  -1.00000,
,,,-00.000002180000,  -1.20000,
,,,-00.000002178000,  -1.60000,
,,,-00.000002176000,  -2.20000,
,,,-00.000002174000,  -2.20000,
,,,-00.000002172000,  -2.80000,
,,,-00.000002170000,  -3.00000,
,,,-00.000002168000,  -3.40000,
,,,-00.000002166000,  -3.40000,
,,,-00.000002164000,  -3.60000,
,,,-00.000002162000,  -3.80000,
,,,-00.000002160000,  -4.40000,
,,,-00.000002158000,  -4.40000,
,,,-00.000002156000,  -4.80000,
,,,-00.000002154000,  -4.80000,
,,,-00.000002152000,  -4.60000,
,,,-00.000002150000,  -4.60000,
,,,-00.000002148000,  -4.80000,
,,,-00.000002146000,  -5.00000,
,,,-00.000002144000,  -5.00000,
,,,-00.000002142000,  -5.20000,
,,,-00.000002140000,  -5.40000,
,,,-00.000002138000,  -5.20000,
,,,-00.000002136000,  -5.20000,
,,,-00.000002134000,  -5.40000,
,,,-00.000002132000,  -5.60000,
,,,-00.000002130000,  -5.60000,
,,,-00.000002128000,  -5.60000,
,,,-00.000002126000,  -5.80000,
,,,-00.000002124000,  -5.60000,
,,,-00.000002122000,  -5.80000,
,,,-00.000002120000,  -5.80000,
,,,-00.000002118000,  -5.80000,
,,,-00.000002116000,  -5.80000,
,,,-00.000002114000,  -5.80000,
,,,-00.000002112000,  -6.00000,
,,,-00.000002110000,  -5.80000,
,,,-00.000002108000,  -6.00000,
,,,-00.000002106000,  -5.80000,
,,,-00.000002104000,  -6.00000,
,,,-00.000002102000,  -6.00000,
,,,-00.000002100000,  -6.20000,
,,,-00.000002098000,  -6.00000,
,,,-00.000002096000,  -5.80000,
,,,-00.000002094000,  -6.00000,
,,,-00.000002092000,  -6.20000,
,,,-00.000002090000,  -6.00000,
,,,-00.000002088000,  -6.00000,
,,,-00.000002086000,  -6.00000,
,,,-00.000002084000,  -6.00000,
,,,-00.000002082000,  -6.00000,
,,,-00.000002080000,  -6.00000,
,,,-00.000002078000,  -6.00000,
,,,-00.000002076000,  -6.20000,
,,,-00.000002074000,  -6.20000,
,,,-00.000002072000,  -6.20000,
,,,-00.000002070000,  -6.20000,
,,,-00.000002068000,  -6.20000,
,,,-00.000002066000,  -6.20000,
,,,-00.000002064000,  -6.20000,
,,,-00.000002062000,  -6.20000,
,,,-00.000002060000,  -6.20000,
,,,-00.000002058000,  -5.80000,
,,,-00.000002056000,  -6.00000,
,,,-00.000002054000,  -6.00000,
,,,-00.000002052000,  -6.20000,
,,,-00.000002050000,  -6.00000,
,,,-00.000002048000,  -6.20000,
,,,-00.000002046000,  -6.00000,
,,,-00.000002044000,  -6.20000,
,,,-00.000002042000,  -6.20000,
,,,-00.000002040000,  -6.00000,
,,,-00.000002038000,  -6.20000,
,,,-00.000002036000,  -6.20000,
,,,-00.000002034000,  -6.20000,
,,,-00.000002032000,  -6.20000,
,,,-00.000002030000,  -6.20000,
,,,-00.000002028000,  -6.40000,
,,,-00.000002026000,  -6.20000,
,,,-00.000002024000,  -6.20000,
,,,-00.000002022000,  -6.20000,
,,,-00.000002020000,  -6.00000,
,,,-00.000002018000,  -6.20000,
,,,-00.000002016000,  -6.00000,
,,,-00.000002014000,  -6.20000,
,,,-00.000002012000,  -6.20000,
,,,-00.000002010000,  -6.20000,
,,,-00.000002008000,  -6.40000,
,,,-00.000002006000,  -6.20000,
,,,-00.000002004000,  -6.20000,
,,,-00.000002002000,  -6.20000,
,,,-00.000002000000,  -6.20000,
,,,-00.000001998000,  -6.00000,
,,,-00.000001996000,  -6.20000,
,,,-00.000001994000,  -6.00000,
